document,topic,nm_producao,ds_resumo,gamma
1441,1,da dromologia paul virilio e a poetica do movimento,a crise da habilidade contemporanea denuncia um desapego ao espaco com efeito no decorrer da movencia humana articulouse pari passu um a busca veicular que parece agora colocar em cheque a propria mola dessa movimentacao ou seja aquela da trajetividade humana aproximouse as tecnicas buscase uma instrumentalizacao que nao deixa duvidas sobre a crenca nas bemaventurancas do carater protetico da acaohumana ao tranquilizarse prematuramente com o suposto aspecto libertario da substituicao mecanica nessa acao o homem deixase invadir pelo sonho inercial imaginario de um naolugar outopos quando a velocidade tecnologica tornase paulatinamente mediadora plenipotenciaria do deslocamento como assegurar em concomitancia a permanencia e a integridade do espaco imaginario no homem em que ponto a crise da ocupacaoorientacao espacial desencadeia a crise da significacaosentido temporal ao permitir a coabitacao de um tempo de paz e de um tempo de guerra abrimos mao de uma intervencao politica no perimetro espacial tanto concreto quanto imaginario da cidadeterra assim contornosarquitetonicos da polis e expressoes imaginarias de um ideal politico parecem fazer unissono a sentimentacao de uma guerra total que responde inconteste a uma politica da velocidadeao consumoconsumicao do espaco devese resistir atraves da critica do espaco essa critica deve poder dar luga a uma arquitetura do vivido e dissolver no espaco das transgressoes e atraves da variabilidade dos usos os atuais sistemas politicos bem como transformar o espaco e a atividade socialsem o espaco do percurso desaparece o lugar a supracondutibilidade dos meios acrescida da sua hipercomunicabilidade levamnos a uma concentracao do poder e quando politica tornase uma balisticae a geopolitica uma estrategia urge que estabelecamos o trajeto de uma analise para essa incontinenciaveicular do ocidenteindustrial urge que conclamemos a dromologia,0.9849850195586467
5205,1,o discurso economico da modernidade notas da periferia,para elucidar o lugar ocupado pela filosofia na formacao e funcionamento do sistema cultural brasileiro paulo arantes investigou o transplante de um conjunto de metodos e tecnicas francesas transladas para os tropicos com a insolacao sofrida na linha abaixo do equador tal forma de pensar nao chegou a sofrer propriamente uma desidratacao ao contrario incorporandose a ingredientes nacionais como o espirito modernista veio sim possibilitar uma filosofia por conta e risco o mesmo ocorre nas artes plasticas onde desde a chegada de debret ao brasil o tracado de constituicao de um certo pintar em brasileiro percorre um caminho tenso entre o nosso proprio chao bruto e os ares europeus ao que nossa paleta de cores acabou por constituirse como forma adequada a uma sociedade onde a escravidao e moderna essa e portanto a trilha desta tese que assume que nos outros ramos de nossa vida intelectual tal nao e diferente nossa forma peculiar de raciocinio intelectual nosso atabalhoado tipico de nacao que se constroi pela degluticao do olhar estrangeiro e aqui assumida ela mesma como sintoma dos solavancos de nossa modernizacao periferica e e o conceito de forma no sentido hegelomarxiano o alicerce conceitual pelo qual se procura dissecar neste trabalho um ramo especifico da nossa vida intelectual qual seja o do pensamento economico e atraves dele que este trabalho procura deslindar a chave de resto imanente a todo nosso percurso de um pensar que oscila entre a critica do processo de desenvolvimento capitalista e a propria reproducao dele mesmo nao porque haja confusao no pensar mas justamente porque essa e a forma adequada a um capitalismo periferico que exige junto com sua critica solucoes de desenvolvimento e industrializacao,0.9808438035852729
10862,1,a paideia no dialogo o banquete de platao a construcao de um elo entre eros o procedimento paideutico e a busca pela virtude,em o banquete encontrase uma linha de raciocinio que desmistifica eros e o revela apos longo esforco racional e exigente trabalho filosofico partindo de atributos miticos platao opera toda uma gama de imagens e concepcoes que estavam em voga em sua epoca e necessario que o dialogo se de entre varios participantes para que diferentes ideias sejam conhecidas e sobrepondose umas sobre as outras surge a contradicao no logos e dessa contradicao de nocoes platao cria o ambiente adequado para separar opiniao de conhecimento  apresentando entao o resultado com o qual ele havia assumido compromisso no inicio do trajeto que era apresentar a verdade sobre eros e platao conduz o leitor nessa escalada a qual esta fundada no uso da razao cujo fim e a definicao e o conhecimento da essencia de um objeto nesse ambiente de logos de fundamentacao de argumentos e de construcao de uma escalada que resulta na contemplacao da essencia de eros perguntamonos e possivel haver uma proposta pedagogica  paideutica portanto  ao longo de toda essa transformacao que se opera no dialogo o banquete e possivel com a teoria erotica de platao aprender a aprender tal sao as questoes centrais que constituem o movel desta pesquisa,0.9779601714659304
6043,1,entre provas e experimentos uma leitura wittgensteiniana das controversias em torno da prova do teorema das quatro cores,o advento do uso macico de computadores em provas matematicas ocorrido ao final da decada de setenta com a solucao de um famoso problema matematico a prova do teorema das quatro cores ocasionou disputas filosoficas que ainda hoje demandam esclarecimentos o objetivo principal da tese consiste em elaborar alguns dos referidos esclarecimentos desde uma perspectiva motivada pela filosofia da matematica de ludwig wittgenstein especialmente no que dizrespeito a distincao continuamente manuseada e depurada pelo filosofo ao longo do desenvolvimento de seu pensamento entre provas e experimentos apos apresentar as principais ideias da prova do teorema das quatro cores em termos historicos um par de distincoes conceituais metodologicamente significativas e elaborado a seguir o trabalho analisa a partir da concepcao funcional de a priori de arthur pap o argumento da introducao da experimentacao nas matematicas de thomas tymoczko a leitura das controverias filosoficas que se seguiram ao argumento de tymoczko,0.9697433772487548
8881,1,a diferenciacao entre direito e moral na tradicao do positivismo juridico,a presente tese pretende defender principalmente a possibilidade de diferenciacao entre direito e moral proposta pela tradicao do positivismojuridico neste caminho defenderemos o que se chama hoje positivismojuridico exclusivo em um segundo momento sera agregado o vies normativo a este positivismo para os positivistas juridicos contemporaneos e certo que a tese da separacao nao quer dizer que o direito nao tenha conexoes necessarias ou nao com a moralidade o que os positivistas juridicos contemporaneos afirmam e que a existencia e a validade do direito nao podem depender de criterios morais a existencia e a validade do direito dependem somente de fatos sociais o que nos leva a questao das fontes do direito afirmaremos portanto que a tese que conjuga ou nomina o positivismojuridico e a tese das fontes sociais do direito a tese de separacao e no maximo uma subtese do positivismojuridico o primeiro capitulo trata da evolucao do positivismojuridico buscando tracar um percurso his,0.9691492987286725
4380,2,solipsismo solidao e finitude algumas licoes de strawson wittgenstein e cavell sobre metafisica e metodo filosofico,o presente estudo e constituido de cinco ensaios relativamente autossuficientes mas redigidos tendo em vista um objetivo comum que sera perseguido por varias viasa saber a exploracao de um nucleo de problemas filosoficos relacionados com a possibilidade e com a propria inteligibilidade do solipsismo os resultados obtidos nesses ensaios assim como os caminhos que levam a eles pretendem servir como exemplos para a extracao de licoes mais gerais sobre o metodo filosofico e sobre a propria naturezahumana o procedimento adotado para esse fim consiste na leitura de um conjunto de escritos de filosofos contemporaneos que refletiram profundamente sobre o solipsismosobretudo peter strawson ludwig wittgenstein e stanley cavell a tese central a qual procuro fornecer suporte por meio dessas leituras e que o solipsismo e uma resposta intelectualizada e radical a um conjunto de dificuldades praticas ou existenciais relacionadas com a finitude da condicaohumana essas mesmas dificuldades originam respostas menos radicais que sao manifestas por meio de outras posicoes filosoficasou pelo menos e isso que tentarei mostrar estar sujeito a essas dificuldades implica estar permanentemente sujeito a ameaca da solidao da privacidade e da perda de sintonia em relacao ao mundo e aos demais sujeitos reconhecer e levar a serio a possibilidade dessa ameaca implica reconhecer que somos individual e imprevisivelmente responsaveis por superala um ponto que e notado mas superestimado pelo cetico que interpreta nossos limites como limitacoes bem como reconhecer a forca da tentacao demasiado humana de tentar reprimila como faz o dogmaticorealista metafisico ou sublimala como faz o idealistasolipsista buscar uma filosofia aberta ao reconhecimento de que nossa experiencia e essencialmente limitada e condicionadaem especial pelo fato de que temos corpos e com eles vontades desejos temores fixacoes e sentimentos que nao escolhemos e que informam nossa racionalidade e moldam nossas atitudes em relacao ao mundo e aos demais sujeitose parte da tarefa continua de aceitacao de nossa finitude em direcao a qual o presente estudo pretende ter dado os primeiros passos,0.9802244713916155
8426,2,direito e natureza em pascal,esta tese tem como objetivo situar mais precisamente pascal no contexto da discussao do direito precedido por uma vasta tradicao que fez da leinatural o fundamento do direito civil pascal parece romper com essa tradicao ao referirse ao direito com um tom demasiadamente cetico principalmente nos fragmentos que tratam do tema nos pensamentos essa tonalidade cetica empregada ao tema do direito isto e do ordenamento juridico permite que alguns interpretes aloquem pascal na fileira dos precursores do que um seculo mais tarde se tornou conhecido como positivismojuridico no entanto o perfil de pascal nao e o de um pensador cetico ou libertino que nao tem mais nenhum compromisso com as questoes teologicas nas quais a tradicao crista havia vinculado o tema do direito ao contrario seus escritos revelam um pensador muito preocupado e profundamente envolvido com tais questoes sendo assim como poderia ele romper com essa tradicao propondo uma tese do ordenamento juridico a parte da leinatural como parec,0.9693136825258184
141,2,o pensamento filsofico politico de joao pinheiro da silva,a relevancia deste projeto decorre do interesse em compreender o momento filosofico e politico experimentado em minas gerais no ultimo quartel so seculoxixquando a partir do denominado surto de ideias nova s ocoriida na decada de do seculo passadonovos debates irao aflorar no brasilesta epoca se caracterizava pela decadencia da meditacao filsofica do ecletismo e consequentemente do imperio constitucional de dpedro ii que de certa formasustentavase nesta corrente filosoficaduas vertentes do fundamentais irao ocorrer a partir da decada de a ascencao do positivismo e do republicanismo e o chamado culturaslism pletamente a importancia de suas contribuicaonao obstante o levantamento de sua ideias politicas realizadas por francisco de assis barbozaobservaseatualmentegrande empenho por parte da iteligencia brasilei ra em discutir e avaliar a contribuicao de filosofos e politicos para o clareamento da filsofia brasileira e nesse sentidoo presente estudo pretende contribuir com uma modesta parcela,0.9685210927635324
252,2,matemµtica e filosofia na crotica da razco pura,a filosofia kantiana estµ operando um deslocamento nos conceitos de matemµtica e de filosofia frente sua concepco clµssica o principal sintoma desse deslocamento se encontra na separaco e na autonomia dos seus mtodos nco hµ mais a possibilidade de formular um paratesco mesmo analagico entre os procedimentos do matemµtico e do filasofo se esse o sintoma as suas causas se distribuem numa srie coerente d e teses que a filosofia kantiana vai assumindo no discurso da crotica da razco pura a primeira dessas teses o carµter construtivo da matemµtica colocase com ele um paralelismo entre o trabalho do enten µ diferenciarse do matemµtico por virtude da sua forma essa segunda tese kantiana assume sua forma mais completa e mais significativa uma vez que se torna explocita a relaco disso com a teoriakantiana do juozo mostrarseµ que a concepco do juozo e as suas implicaaes na anµlise dos princopios o pilar da separaco entre matemµtica e filosofia,0.9633447898273961
7800,2,o solipsismo no tractatus logicophislosophicus de wittgenstein,resumo dissertacao de mestrado programa de posgraduacao em filosofia universidade federal de santamaria o solipsismo no tractatuslogicophilosophicus de wittgensteins autor daniel matter orientadora janyne sattler data e local da defesa santamaria de agosto de a presente dissertacao analisa o tema do solipsismo no tractatuslogicophilosophicus de wittgenstein explorando algumas possiveis interpretacoes e suas decorrencias o solipsismo e tido como verdadeiro e passivel de coincidir com o realismo mesmo nao sendo possivel de ser abordado pela linguagem com sentido o que o faz transitar pelos campos do mistico e do mostravel onde nos deparamos com o sujeito metafisico aquele que pensa representa mas nao existe como um objeto ao lado dos demais tentaremos mostrar nao ser possivel para o wittgenstein do tractatus fazer uso do termo solipsismo de uma forma usual mas sim de uma forma diferenciada onde possa ser concebivel o eu solipsismo e o mundo realismo ao mesmo tempo e em harmo,0.9627126804841423
